scenario_provider,scenario,scenario_type,scenario_geography,sector,technology,technology_type,price_unit,price_indicator,scenario_price,fuel_price,pathway_unit,scenario_pathway,scenario_capacity_factor,scenario_year,country_iso2_list,gap_filled_columns,fuel_for_price,lifetime_years,efficiency_decimal,capacity_additions_mw_per_yr,om_cost_usd_per_mw_per_yr,capital_cost_usd_per_mw,carbon_price_usd_per_tco2
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,BiomassCap,carbontech,USD/MWh,,78.18321394688084,47.36916,MWh/yr,15372.5792737896,0.5788441116709672,2040,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS","efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Biomass,32.5,0.245679,1238.0027884682136,141636.59999999998,2279608.742612838,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,BiomassCap - w/ CCS,carbontech,USD/MWh,,78.18321394688084,127.90255654150918,MWh/yr,7840.2628971328895,0.8000000000000006,2040,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,25.0,0.298421052631579,1237.8152884682136,47593.2580428499,2495290.1887164298,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,BiomassCap - w/o CCS,carbontech,USD/MWh,,78.18321394688084,127.90255654150918,MWh/yr,7532.316376656702,0.3486466240664703,2040,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,25.0,0.318421052631579,0.1875,42202.52967534855,1772384.0,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,CoalCap,carbontech,USD/MWh,,78.18321394688084,184.04752253651023,MWh/yr,47209.32116108301,0.0937890119620539,2040,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS","efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Coal,40.0,0.45,0.606512378458,24590.85,1363333.95,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,CoalCap - w/ CCS,carbontech,USD/MWh,,78.18321394688084,127.90255654150918,MWh/yr,5388.693550616042,0.8216677261814427,2040,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,40.0,0.3521711790265454,0.5463938799645,49607.183857936136,1850020.26238888,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,CoalCap - w/o CCS,carbontech,USD/MWh,,78.18321394688084,127.90255654150918,MWh/yr,41820.627610466894,2.4566758534652766e-10,2040,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,40.0,0.4251209569563163,0.060118498493442,41911.3467419218,1090656.9958439565,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,GasCap,carbontech,USD/MWh,,78.18321394688084,127.90255654150918,MWh/yr,49671.69600357887,0.2915800027201257,2040,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS","efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,35.0,0.4930489999999999,998.8155409873024,57698.76239999999,1079936.207,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,GasCap - w/ CCS,carbontech,USD/MWh,,78.18321394688084,127.90255654150918,MWh/yr,7842.94259793289,0.8391552511415533,2040,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,25.000000000000004,0.50578947368421,998.410025983248,44531.148,1232937.21496109,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,GasCap - w/o CCS,carbontech,USD/MWh,,78.18321394688084,127.90255654150918,MWh/yr,41828.753405646064,0.1889089716289044,2040,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,25.0,0.4992078509649586,0.4055150040549,32346.008,819506.052,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,HydroCap,greentech,USD/MWh,,78.18321394688084,0.0,MWh/yr,64117.160569964115,0.4808458532800948,2040,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",capital_cost_usd_per_mw,Hydro,45.0,1.0,2112.335838735596,72697.15593065637,2997991.8,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,Hydrogen,greentech,USD/MWh,,78.18321394688084,0.0,MWh/yr,1596.780761479706,0.3719479106742361,2040,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS","lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,30.0,1.0,,25577.7166,425134.7,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,NuclearCap,greentech,USD/MWh,,78.18321394688084,0.0,MWh/yr,6816.845712174355,0.8469895766335988,2040,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Nuclear,40.000000000000014,1.0,343.7003180987812,213853.5373088041,4217276.954000001,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,OilCap,carbontech,USD/MWh,,78.18321394688084,37.88064000000001,MWh/yr,17162.06718659325,0.3551953859352971,2040,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS","efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Oil,,0.921258,0.3118827320925,13084.6,436155.1,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,OilCap - w/o CCS,carbontech,USD/MWh,,78.18321394688084,127.90255654150918,MWh/yr,17162.06718659325,0.3551953859352971,2040,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS","efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,,0.921258,0.3118827320925,13084.6,436155.1,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,SolarCap - CSP,greentech,USD/MWh,,78.18321394688084,0.0,MWh/yr,18626.913001804503,0.3276596721824471,2040,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,25.0,1.0,1770.7535750931372,133039.57400000002,1384675.0,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,SolarCap - PV,greentech,USD/MWh,,78.18321394688084,0.0,MWh/yr,224409.4853770205,0.1995612112413436,2040,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,25.0,1.0,71605.6655278582,47478.84414,276935.0,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,WindCap,greentech,USD/MWh,,78.18321394688084,0.0,MWh/yr,71129.1957588534,0.3864542976746297,2040,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",capital_cost_usd_per_mw,Wind,30.0,1.0,12391.84450698415,36110.516452141266,1281705.0283,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,WindCap - Offshore,greentech,USD/MWh,,78.18321394688084,0.0,MWh/yr,16185.70766050906,0.3704892987032933,2040,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,30.0,1.0,1415.537341400037,56285.20528247885,2538487.9252467556,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,WindCap - Onshore,greentech,USD/MWh,,78.18321394688084,0.0,MWh/yr,54943.48809834431,0.3911573992630813,2040,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,30.0,1.0,10976.30716558411,30167.289568454908,578547.9570971103,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,BiomassCap,carbontech,USD/MWh,,56.26657191064683,62.22492,MWh/yr,18421.50637004966,0.5436248623026376,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS","efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Biomass,32.5,0.245679,1737.9786626406496,136161.8,2024929.285,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,BiomassCap - w/ CCS,carbontech,USD/MWh,,56.26657191064683,146.35712453205042,MWh/yr,12427.33475372033,0.7999999999999985,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,25.0,0.301052631578947,1737.79116264065,47593.31166049657,2430312.29004044,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,BiomassCap - w/o CCS,carbontech,USD/MWh,,56.26657191064683,146.35712453205042,MWh/yr,5994.171616329347,0.0120985960181049,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,25.0,0.321052631578947,0.1875,42202.310591748734,1772383.9999999998,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,CoalCap,carbontech,USD/MWh,,56.26657191064683,211.8367762335724,MWh/yr,40386.036792071034,0.0204399542250888,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS","efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Coal,40.0,0.46,0.606512378458,24590.85,1362329.05,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,CoalCap - w/ CCS,carbontech,USD/MWh,,56.26657191064683,146.35712453205042,MWh/yr,4611.925818502052,0.1789900283688501,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,40.0,0.3544423307415738,0.5591534402921,49606.99955984453,1812532.235697673,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,CoalCap - w/o CCS,carbontech,USD/MWh,,56.26657191064683,146.35712453205042,MWh/yr,35774.11097356894,2.871901585571327e-10,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,40.0,0.4263256932948064,0.0473589381658317,41911.24785828488,1090657.445082788,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,GasCap,carbontech,USD/MWh,,56.26657191064683,146.35712453205042,MWh/yr,44516.32990280769,0.2577277344699457,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS","efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,35.0,0.193049,780.376920881257,18664.75,483595.35,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,GasCap - w/ CCS,carbontech,USD/MWh,,56.26657191064683,146.35712453205042,MWh/yr,11232.44062437397,0.8391552511415505,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,25.000000000000004,0.509473684210526,779.9714058772005,44531.14800000001,1207065.96388643,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,GasCap - w/o CCS,carbontech,USD/MWh,,56.26657191064683,146.35712453205042,MWh/yr,33283.88927843372,0.0615111804561489,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,25.0,0.5076069470516313,0.4055150040549,32346.008,819506.0519999998,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,HydroCap,greentech,USD/MWh,,56.26657191064683,0.0,MWh/yr,66114.97629425421,0.4839056736751583,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",capital_cost_usd_per_mw,Hydro,45.0,1.0,2112.335838735596,72699.6200319825,3009959.1,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,Hydrogen,greentech,USD/MWh,,56.26657191064683,0.0,MWh/yr,4627.1294423215295,0.4886742054171372,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS","lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,30.0,1.0,,25766.0324,421025.5,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,NuclearCap,greentech,USD/MWh,,56.26657191064683,0.0,MWh/yr,7549.258717377884,0.8476748647574921,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Nuclear,40.0,1.0,404.9438004547812,212206.35686212324,4217276.954,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,OilCap,carbontech,USD/MWh,,56.26657191064683,41.14476,MWh/yr,13656.892172675687,0.3551887445388224,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS","efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Oil,,0.915691,0.3118827320925,13084.6,436155.1,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,OilCap - w/o CCS,carbontech,USD/MWh,,56.26657191064683,146.35712453205042,MWh/yr,13656.892172675687,0.3551887445388224,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS","efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,,0.915691,0.3118827320925,13084.6,436155.1,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,SolarCap - CSP,greentech,USD/MWh,,56.26657191064683,0.0,MWh/yr,23685.47953118971,0.3347963842993848,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,25.000000000000004,1.0,742.7479860982207,133039.574,1384675.0000000002,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,SolarCap - PV,greentech,USD/MWh,,56.26657191064683,0.0,MWh/yr,536595.116763042,0.1861324961667234,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,25.0,1.0,106284.0441034059,47478.84414,276935.00000000006,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,WindCap,greentech,USD/MWh,,56.26657191064683,0.0,MWh/yr,120448.37035793289,0.3736016810835804,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",capital_cost_usd_per_mw,Wind,30.000000000000004,1.0,22277.24119983668,34568.247668091346,1237877.2952,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,WindCap - Offshore,greentech,USD/MWh,,56.26657191064683,0.0,MWh/yr,20401.17368990757,0.3527503826073156,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,30.0,1.0,2775.24791639188,56273.56736392691,2371962.023151801,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,WindCap - Onshore,greentech,USD/MWh,,56.26657191064683,0.0,MWh/yr,100047.1966680254,0.3778535839458453,2045,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,30.000000000000004,1.0,19501.99328344484,30142.19664560192,553870.0,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,BiomassCap,carbontech,USD/MWh,,45.33003849601252,71.63064,MWh/yr,23347.323483873348,0.6390157805205496,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS","efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Biomass,32.5,0.245679,2376.088458276468,130687.1,1956495.21,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,BiomassCap - w/ CCS,carbontech,USD/MWh,,45.33003849601252,159.61642910284507,MWh/yr,18577.00668092061,0.8000000000000007,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,25.0,0.303684210526316,2375.900958276468,47593.342691606274,2382812.17503318,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,BiomassCap - w/o CCS,carbontech,USD/MWh,,45.33003849601252,159.61642910284507,MWh/yr,4770.316802952698,0.012096218502895,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,25.0,0.3236842105263159,0.1875,42202.03534392789,1772384.0,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,CoalCap,carbontech,USD/MWh,,45.33003849601252,231.47575395901225,MWh/yr,34549.83618776091,5.947335059365187e-10,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS","efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Coal,40.0,0.46,0.606512378458,24590.85,1361324.15,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,CoalCap - w/ CCS,carbontech,USD/MWh,,45.33003849601252,159.61642910284507,MWh/yr,3947.584966049221,2.6025969525925143e-09,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,40.0,0.3567136741987463,0.5689393640560001,49606.76642783241,1784943.5101564766,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,CoalCap - w/o CCS,carbontech,USD/MWh,,45.33003849601252,159.61642910284507,MWh/yr,30602.25122171168,3.3572603950949035e-10,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,39.99999999999999,0.4275301975870704,0.0375730144019601,41911.13227285605,1090657.9701996285,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,GasCap,carbontech,USD/MWh,,45.33003849601252,159.61642910284507,MWh/yr,39322.16904490761,0.2721306796590731,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS","efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,35.0,0.193049,451.9244315723724,18689.75,486043.35,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,GasCap - w/ CCS,carbontech,USD/MWh,,45.33003849601252,159.61642910284507,MWh/yr,12837.167206374248,0.8062930918220806,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,25.0,0.5131578947368421,451.51891656831776,44531.148,1188658.40119571,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,GasCap - w/o CCS,carbontech,USD/MWh,,45.33003849601252,159.61642910284507,MWh/yr,26485.00183853343,0.0132244412490687,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,25.0,0.5160060302849133,0.4055150040549,32346.008,819506.052,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,HydroCap,greentech,USD/MWh,,45.33003849601252,0.0,MWh/yr,67845.95205015315,0.4864111011375912,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",capital_cost_usd_per_mw,Hydro,45.00000000000001,1.0,2112.335838735596,72701.63767561372,3021926.4,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,Hydrogen,greentech,USD/MWh,,45.33003849601252,0.0,MWh/yr,10797.531044786492,0.5707762553905921,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS","lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,30.0,1.0,,25965.4256,416916.3,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,NuclearCap,greentech,USD/MWh,,45.33003849601252,0.0,MWh/yr,8481.942170817903,0.8480916721552947,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Nuclear,39.99999999999999,1.0,124.5876687896862,208420.77363848244,4217276.954,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,OilCap,carbontech,USD/MWh,,45.33003849601252,43.80678,MWh/yr,10867.931456391982,0.3398961751082328,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS","efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Oil,,0.910125,0.3118827320925,13084.6,436155.1,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,OilCap - w/o CCS,carbontech,USD/MWh,,45.33003849601252,159.61642910284507,MWh/yr,10867.931456391982,0.3398961751082328,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS","efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,,0.910125,0.3118827320925,13084.6,436155.1,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,SolarCap - CSP,greentech,USD/MWh,,45.33003849601252,0.0,MWh/yr,22570.39849332984,0.3459978299534382,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,25.0,1.0,1102.089864123844,133039.574,1384675.0,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,SolarCap - PV,greentech,USD/MWh,,45.33003849601252,0.0,MWh/yr,958383.582897968,0.1785240363292267,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,25.0,1.0,76850.02031202489,47478.844139999994,276935.0,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,WindCap,greentech,USD/MWh,,45.33003849601252,0.0,MWh/yr,210415.98174390956,0.3583143015144002,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",capital_cost_usd_per_mw,Wind,30.0,1.0,36989.6560289163,33935.50315045958,1194049.5621,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,WindCap - Offshore,greentech,USD/MWh,,45.33003849601252,0.0,MWh/yr,30667.460382434052,0.3371974015763328,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,30.0,1.0,2462.490146038472,56258.60855596569,2253223.7190929535,
WITCH 5.0,EN_NPi2020_500,target,R10REST_ASIA,Power,WindCap - Onshore,greentech,USD/MWh,,45.33003849601252,0.0,MWh/yr,179748.52136147532,0.3619171222071407,2050,"BN,CK,FJ,FM,ID,KH,KI,LA,MH,MM,MY,NC,NR,NU,PF,PG,PH,PW,SB,SG,TH,TL,TO,TV,TW,VN,VU,WS",,Gas,30.000000000000004,1.0,34527.165882877765,30126.88795045172,553870.0,
WITCH 5.0,EN_NPi2020_500,target,USA,Power,BiomassCap,carbontech,USD/MWh,,96.98984418815172,24.011280000000003,MWh/yr,15697.2161108226,0.7834161351148936,2025,US,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Biomass,32.5,0.3837935,2643.03074443294,174222.80000000002,2775940.75,
