scenario_provider,scenario,stringency_correct
AIM/CGE 2.2,EN_INDCi2030_1000f,C3
AIM/CGE 2.2,EN_INDCi2030_1200,C4
AIM/CGE 2.2,EN_INDCi2030_1200f,C4
AIM/CGE 2.2,EN_INDCi2030_1400,C4
AIM/CGE 2.2,EN_INDCi2030_1400f,C4
AIM/CGE 2.2,EN_INDCi2030_1600,C5
AIM/CGE 2.2,EN_INDCi2030_1600f,C5
AIM/CGE 2.2,EN_INDCi2030_1800,C5
AIM/CGE 2.2,EN_INDCi2030_1800f,C5
AIM/CGE 2.2,EN_INDCi2030_800f,C3
AIM/CGE 2.2,EN_INDCi2030_900f,C3
AIM/CGE 2.2,EN_INDCi2100,C6
AIM/CGE 2.2,EN_NPi2020_1000,C3
AIM/CGE 2.2,EN_NPi2020_1000f,C3
AIM/CGE 2.2,EN_NPi2020_1200,C3
AIM/CGE 2.2,EN_NPi2020_1200f,C4
AIM/CGE 2.2,EN_NPi2020_1400,C4
AIM/CGE 2.2,EN_NPi2020_1400f,C4
AIM/CGE 2.2,EN_NPi2020_1600,C5
AIM/CGE 2.2,EN_NPi2020_1600f,C5
AIM/CGE 2.2,EN_NPi2020_1800,C5
AIM/CGE 2.2,EN_NPi2020_1800f,C5
AIM/CGE 2.2,EN_NPi2020_300f,C1
AIM/CGE 2.2,EN_NPi2020_400f,C2
AIM/CGE 2.2,EN_NPi2020_500f,C2
AIM/CGE 2.2,EN_NPi2020_600,C1
AIM/CGE 2.2,EN_NPi2020_600f,C2
AIM/CGE 2.2,EN_NPi2020_700,C3
AIM/CGE 2.2,EN_NPi2020_700f,C3
AIM/CGE 2.2,EN_NPi2020_800,C3
AIM/CGE 2.2,EN_NPi2020_800f,C3
AIM/CGE 2.2,EN_NPi2020_900,C3
AIM/CGE 2.2,EN_NPi2020_900f,C3
AIM/CGE 2.2,EN_NPi2100,C7
AIM/CGE-Korea 2.1,CO_2Deg2020,UNKNOWN
AIM/CGE-Korea 2.1,CO_2Deg2030,UNKNOWN
AIM/CGE-Korea 2.1,CO_BAU,UNKNOWN
AIM/CGE-Korea 2.1,CO_Bridge,UNKNOWN
AIM/CGE-Korea 2.1,CO_CurPol,UNKNOWN
AIM/CGE-Korea 2.1,CO_GPP,UNKNOWN
AIM/CGE-Korea 2.1,CO_NDCMCS,UNKNOWN
AIM/Enduse-Japan 2.1,EN_NP_2025_-1002050,UNKNOWN
AIM/Enduse-Japan 2.1,EN_NP_2025_-502050,UNKNOWN
AIM/Enduse-Japan 2.1,EN_NP_2025_-602050,UNKNOWN
AIM/Enduse-Japan 2.1,EN_NP_2025_-702050,UNKNOWN
AIM/Enduse-Japan 2.1,EN_NP_2025_-802050,UNKNOWN
AIM/Enduse-Japan 2.1,EN_NP_2025_-902050,UNKNOWN
AIM/Enduse-Japan 2.1,EN_NP_BL,UNKNOWN
AIM/Enduse-Japan 2.1,EN_NP_CurPol,UNKNOWN
AIM/Enduse-Japan 2.1,EN_NP_UNDC,UNKNOWN
AIM/Hub-Japan 2.1,EN_NP_2025_-1002050,UNKNOWN
AIM/Hub-Japan 2.1,EN_NP_2025_-302050,UNKNOWN
AIM/Hub-Japan 2.1,EN_NP_2025_-402050,UNKNOWN
AIM/Hub-Japan 2.1,EN_NP_2025_-502050,UNKNOWN
AIM/Hub-Japan 2.1,EN_NP_2025_-602050,UNKNOWN
AIM/Hub-Japan 2.1,EN_NP_2025_-702050,UNKNOWN
AIM/Hub-Japan 2.1,EN_NP_2025_-802050,UNKNOWN
AIM/Hub-Japan 2.1,EN_NP_2025_-902050,UNKNOWN
AIM/Hub-Japan 2.1,EN_NP_CurPol,UNKNOWN
AIM/Hub-Japan 2.1,EN_NP_UNDC,UNKNOWN
AIM/Hub-Korea 2.0,EN_NP_2025_-1002050,UNKNOWN
AIM/Hub-Korea 2.0,EN_NP_2025_-302050,UNKNOWN
AIM/Hub-Korea 2.0,EN_NP_2025_-402050,UNKNOWN
AIM/Hub-Korea 2.0,EN_NP_2025_-502050,UNKNOWN
AIM/Hub-Korea 2.0,EN_NP_2025_-602050,UNKNOWN
AIM/Hub-Korea 2.0,EN_NP_2025_-702050,UNKNOWN
AIM/Hub-Korea 2.0,EN_NP_2025_-802050,UNKNOWN
AIM/Hub-Korea 2.0,EN_NP_2025_-902050,UNKNOWN
AIM/Hub-Korea 2.0,EN_NP_CurPol,UNKNOWN
AIM/Hub-Korea 2.0,EN_NP_UNDC,UNKNOWN
COFFEE 1.1,CO_2Deg2020,C4
COFFEE 1.1,CO_2Deg2030,C4
COFFEE 1.1,CO_BAU,C7
COFFEE 1.1,CO_Bridge,C3
COFFEE 1.1,CO_CurPol,C6
COFFEE 1.1,CO_GPP,C5
COFFEE 1.1,CO_NDCplus,C6
COFFEE 1.1,EN_INDCi2030_1000,C4
COFFEE 1.1,EN_INDCi2030_1000_NDCp,C4
COFFEE 1.1,EN_INDCi2030_1000f,C5
COFFEE 1.1,EN_INDCi2030_1200,C4
COFFEE 1.1,EN_INDCi2030_1200f,C5
COFFEE 1.1,EN_INDCi2030_1400,C5
COFFEE 1.1,EN_INDCi2030_1400f,C5
COFFEE 1.1,EN_INDCi2030_1600,C5
COFFEE 1.1,EN_INDCi2030_1600f,C5
COFFEE 1.1,EN_INDCi2030_1800,C5
COFFEE 1.1,EN_INDCi2030_1800f,C5
COFFEE 1.1,EN_INDCi2030_2000,C5
COFFEE 1.1,EN_INDCi2030_2000f,C5
COFFEE 1.1,EN_INDCi2030_2500,C6
COFFEE 1.1,EN_INDCi2030_2500f,C6
COFFEE 1.1,EN_INDCi2030_400f,C2
COFFEE 1.1,EN_INDCi2030_500,C3
COFFEE 1.1,EN_INDCi2030_500f,C2
COFFEE 1.1,EN_INDCi2030_600,C3
COFFEE 1.1,EN_INDCi2030_600_NDCp,C3
COFFEE 1.1,EN_INDCi2030_600f,C4
COFFEE 1.1,EN_INDCi2030_700,C3
COFFEE 1.1,EN_INDCi2030_700f,C4
COFFEE 1.1,EN_INDCi2030_800,C3
COFFEE 1.1,EN_INDCi2030_800f,C4
COFFEE 1.1,EN_INDCi2030_900,C3
COFFEE 1.1,EN_INDCi2030_900f,C4
COFFEE 1.1,EN_INDCi2100,C6
COFFEE 1.1,EN_INDCi2100_COV_NDCp,C6
COFFEE 1.1,EN_NPi2020_1000,C4
COFFEE 1.1,EN_NPi2020_1000f,C5
COFFEE 1.1,EN_NPi2020_1200,C4
COFFEE 1.1,EN_NPi2020_1200f,C5
COFFEE 1.1,EN_NPi2020_1400,C5
COFFEE 1.1,EN_NPi2020_1400f,C5
COFFEE 1.1,EN_NPi2020_1600,C5
COFFEE 1.1,EN_NPi2020_1600f,C5
COFFEE 1.1,EN_NPi2020_1800,C5
COFFEE 1.1,EN_NPi2020_1800f,C5
COFFEE 1.1,EN_NPi2020_2000,C5
COFFEE 1.1,EN_NPi2020_2000f,C5
COFFEE 1.1,EN_NPi2020_2500,C6
COFFEE 1.1,EN_NPi2020_2500f,C6
COFFEE 1.1,EN_NPi2020_400,C1
COFFEE 1.1,EN_NPi2020_400_lowBECCS,C3
COFFEE 1.1,EN_NPi2020_400f,C2
COFFEE 1.1,EN_NPi2020_400f_lowBECCS,C3
COFFEE 1.1,EN_NPi2020_500,C3
COFFEE 1.1,EN_NPi2020_500f,C2
COFFEE 1.1,EN_NPi2020_600,C3
COFFEE 1.1,EN_NPi2020_600f,C4
COFFEE 1.1,EN_NPi2020_700,C3
COFFEE 1.1,EN_NPi2020_700f,C4
COFFEE 1.1,EN_NPi2020_800,C3
COFFEE 1.1,EN_NPi2020_800f,C4
COFFEE 1.1,EN_NPi2020_900,C3
COFFEE 1.1,EN_NPi2020_900f,C4
COFFEE 1.1,EN_NPi2100,C6
EPPA 6,2CNow_Gradual,C4
EPPA 6,Paris1.5C_OptTax,C3
EPPA 6,Paris2C_Gradual,C4
EPPA 6,Paris2C_OptTax,C4
EPPA 6,ParisFlat,C6
EPPA 6,ParisForever,C7
EPPA 6,Ref,C7
GCAM 5.2,"NGFS1_Current policies (Hot house world, Rep)",C7
GCAM 5.2,"NGFS1_Immediate 2C with CDR (Orderly, Rep)",C4
GCAM 5.3,NGFS2_Below 2°C,C3
GCAM 5.3,NGFS2_Current Policies,C7
GCAM 5.3,NGFS2_Delayed Transition,C4
GCAM 5.3,NGFS2_Divergent Net Zero Policies,C2
GCAM 5.3,NGFS2_Nationally Determined Contributions (NDCs),C5
GCAM 5.3,NGFS2_Net-Zero 2050,C2
GCAM 5.3,R_BAU,C7
GCAM 5.3,R_MAC_30_n0,C1
GCAM 5.3,R_MAC_35_n0,C3
GCAM 5.3,R_MAC_35_n8,C1
GCAM 5.3,R_MAC_40_n0,C3
GCAM 5.3,R_MAC_40_n8,C1
GCAM 5.3,R_MAC_45_n0,C3
GCAM 5.3,R_MAC_45_n8,C1
GCAM 5.3,R_MAC_50_n0,C3
GCAM 5.3,R_MAC_50_n8,C1
GCAM 5.3,R_MAC_55_n0,C3
GCAM 5.3,R_MAC_55_n8,C2
GCAM 5.3,R_MAC_60_n0,C3
GCAM 5.3,R_MAC_60_n8,C2
GCAM 5.3,R_MAC_65_n0,C3
GCAM 5.3,R_MAC_65_n8,C3
GCAM 5.3,R_MAC_70_n0,C4
GCAM 5.3,R_MAC_70_n8,C3
GCAM 5.3,R_MAC_75_n0,C4
GCAM 5.3,R_MAC_75_n8,C3
GCAM 5.3,R_MAC_80_n0,C4
GCAM 5.3,R_MAC_80_n8,C4
GCAM 5.3,R_MAC_85_n0,C5
GCAM 5.3,R_MAC_85_n8,C4
GCAM 5.3,R_MAC_90_n0,C5
GCAM 5.3,R_MAC_90_n8,C4
GCAM 5.3,R_MAC_95_n0,C5
GCAM 5.3,R_MAC_95_n8,C4
GCAM 5.3,R_MAC_99_n0,C5
GCAM 5.3,R_MAC_99_n8,C5
GCAM 5.3,SSP_SSP2,C3
GCAM 5.3,SSP_SSP3,C2
GCAM 5.3,SSP_SSP4,C2
GCAM 5.3,SSP_SSP5,C3
GCAM-PR 5.3,PR_CP_PriceOnly,C7
GCAM-PR 5.3,PR_NDC_PriceOnly,C6
GCAM-PR 5.3,PR_baseline,C7
GEM-E3_V2021,EN_INDCi2030_1000,C3
GEM-E3_V2021,EN_INDCi2030_1000_COV,C3
GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3
GEM-E3_V2021,EN_INDCi2030_1000_NDCp,C3
GEM-E3_V2021,EN_INDCi2030_1000f,C4
GEM-E3_V2021,EN_INDCi2030_1000f_COV,C3
GEM-E3_V2021,EN_INDCi2030_1000f_COV_NDCp,C3
GEM-E3_V2021,EN_INDCi2030_1000f_NDCp,C4
GEM-E3_V2021,EN_INDCi2030_1400,C4
GEM-E3_V2021,EN_INDCi2030_1400f,C4
GEM-E3_V2021,EN_INDCi2030_1800,C5
GEM-E3_V2021,EN_INDCi2030_1800f,C5
GEM-E3_V2021,EN_INDCi2030_600f,C2
GEM-E3_V2021,EN_INDCi2030_600f_COV,C2
GEM-E3_V2021,EN_INDCi2030_600f_COV_NDCp,C2
GEM-E3_V2021,EN_INDCi2030_600f_NDCp,C2
GEM-E3_V2021,EN_INDCi2030_800,C3
GEM-E3_V2021,EN_INDCi2030_800f,C2
GEM-E3_V2021,EN_INDCi2100,C7
GEM-E3_V2021,EN_INDCi2100_COV,C6
GEM-E3_V2021,EN_INDCi2100_COV_NDCp,C6
GEM-E3_V2021,EN_INDCi2100_NDCp,C6
GEM-E3_V2021,EN_NPi2020_1000,C3
GEM-E3_V2021,EN_NPi2020_1000_COV,C3
GEM-E3_V2021,EN_NPi2020_1000f,C4
GEM-E3_V2021,EN_NPi2020_1000f_COV,C3
GEM-E3_V2021,EN_NPi2020_1400,C5
GEM-E3_V2021,EN_NPi2020_1400f,C4
GEM-E3_V2021,EN_NPi2020_1800,C5
GEM-E3_V2021,EN_NPi2020_1800f,C5
GEM-E3_V2021,EN_NPi2020_400f,C2
GEM-E3_V2021,EN_NPi2020_500,C1
GEM-E3_V2021,EN_NPi2020_500f,C2
GEM-E3_V2021,EN_NPi2020_600,C2
GEM-E3_V2021,EN_NPi2020_600_COV,C1
GEM-E3_V2021,EN_NPi2020_600f,C2
GEM-E3_V2021,EN_NPi2020_600f_COV,C2
GEM-E3_V2021,EN_NPi2020_800,C3
GEM-E3_V2021,EN_NPi2020_800f,C3
GEM-E3_V2021,EN_NPi2100,C7
GEM-E3_V2021,EN_NPi2100_COV,C7
IMACLIM 1.1,ADVANCE_2020_1.5C-2100_WP6,UNKNOWN
IMACLIM 1.1,ADVANCE_2020_Med2C_WP6,UNKNOWN
IMACLIM 1.1,ADVANCE_2020_WB2C_WP6,UNKNOWN
IMACLIM 1.1,ADVANCE_2030_Med2C_WP6,UNKNOWN
IMACLIM 1.1,ADVANCE_2030_Price1.5C_WP6,UNKNOWN
IMACLIM 1.1,ADVANCE_2030_WB2C_WP6,UNKNOWN
IMACLIM 1.1,ADVANCE_INDC_WP6,UNKNOWN
IMACLIM 1.1,ADVANCE_NoPolicy_WP6,UNKNOWN
IMACLIM 1.1,ADVANCE_Reference_WP6,UNKNOWN
IMACLIM 1.1,SSP1_NoPolicy_TranspBase,UNKNOWN
IMACLIM 1.1,SSP1_NoPolicy_TranspOpt,UNKNOWN
IMACLIM 1.1,SSP1_RCP34_TranspBase,UNKNOWN
IMACLIM 1.1,SSP1_RCP34_TranspOpt,UNKNOWN
IMACLIM 1.1,SSP1_RCP45_TranspBase,UNKNOWN
IMACLIM 1.1,SSP1_RCP45_TranspOpt,UNKNOWN
IMACLIM 1.1,SSP3_NoPolicy_TranspBase,UNKNOWN
IMACLIM 1.1,SSP3_NoPolicy_TranspOpt,UNKNOWN
IMACLIM 1.1,SSP3_NoPolicy_Transp_111,UNKNOWN
IMACLIM 1.1,SSP3_NoPolicy_Transp_112,UNKNOWN
IMACLIM 1.1,SSP3_NoPolicy_Transp_121,UNKNOWN
IMACLIM 1.1,SSP3_NoPolicy_Transp_211,UNKNOWN
IMACLIM 1.1,SSP3_NoPolicy_Transp_222,UNKNOWN
IMACLIM 1.1,SSP3_RCP26_Transp_111,UNKNOWN
IMACLIM 1.1,SSP3_RCP26_Transp_112,UNKNOWN
IMACLIM 1.1,SSP3_RCP26_Transp_121,UNKNOWN
IMACLIM 1.1,SSP3_RCP26_Transp_211,UNKNOWN
IMACLIM 1.1,SSP3_RCP26_Transp_222,UNKNOWN
IMACLIM 1.1,SSP3_RCP34_TranspBase,UNKNOWN
IMACLIM 1.1,SSP3_RCP34_TranspOpt,UNKNOWN
IMACLIM 1.1,SSP3_RCP34_Transp_111,UNKNOWN
IMACLIM 1.1,SSP3_RCP34_Transp_112,UNKNOWN
IMACLIM 1.1,SSP3_RCP34_Transp_121,UNKNOWN
IMACLIM 1.1,SSP3_RCP34_Transp_211,UNKNOWN
IMACLIM 1.1,SSP3_RCP34_Transp_222,UNKNOWN
IMACLIM 1.1,SSP3_RCP45_TranspBase,UNKNOWN
IMACLIM 1.1,SSP3_RCP45_TranspOpt,UNKNOWN
IMACLIM 1.1,SSP3_RCP45_Transp_111,UNKNOWN
IMACLIM 1.1,SSP3_RCP45_Transp_112,UNKNOWN
IMACLIM 1.1,SSP3_RCP45_Transp_121,UNKNOWN
IMACLIM 1.1,SSP3_RCP45_Transp_211,UNKNOWN
IMACLIM 1.1,SSP3_RCP45_Transp_222,UNKNOWN
IMACLIM 1.1,base_DemandHigh_FossilHigh_TechHigh,UNKNOWN
IMACLIM 1.1,base_DemandHigh_FossilLow_TechHigh,UNKNOWN
IMACLIM 1.1,base_DemandHigh_FossilLow_TechLow,UNKNOWN
IMACLIM 1.1,base_DemandLow_FossilHigh_TechHigh,UNKNOWN
IMACLIM 1.1,base_DemandLow_FossilHigh_TechLow,UNKNOWN
IMACLIM 1.1,base_DemandLow_FossilLow_TechHigh,UNKNOWN
IMACLIM 1.1,base_DemandLow_FossilLow_TechLow,UNKNOWN
IMACLIM 1.1,peak2016_DemandHigh_FossilHigh_TechHigh,UNKNOWN
IMACLIM 1.1,peak2016_DemandHigh_FossilLow_TechHigh,UNKNOWN
IMACLIM 1.1,peak2016_DemandHigh_FossilLow_TechLow,UNKNOWN
IMACLIM 1.1,peak2016_DemandLow_FossilHigh_TechHigh,UNKNOWN
IMACLIM 1.1,peak2016_DemandLow_FossilHigh_TechLow,UNKNOWN
IMACLIM 1.1,peak2016_DemandLow_FossilLow_TechHigh,UNKNOWN
IMACLIM 1.1,peak2016_DemandLow_FossilLow_TechLow,UNKNOWN
IMACLIM 1.1,peak2020_DemandHigh_FossilHigh_TechHigh,UNKNOWN
IMACLIM 1.1,peak2020_DemandHigh_FossilLow_TechHigh,UNKNOWN
IMACLIM 1.1,peak2020_DemandHigh_FossilLow_TechLow,UNKNOWN
IMACLIM 1.1,peak2020_DemandLow_FossilHigh_TechHigh,UNKNOWN
IMACLIM 1.1,peak2020_DemandLow_FossilHigh_TechLow,UNKNOWN
IMACLIM 1.1,peak2020_DemandLow_FossilLow_TechHigh,UNKNOWN
IMACLIM 1.1,peak2020_DemandLow_FossilLow_TechLow,UNKNOWN
IMACLIM 1.1,peak2025_DemandHigh_FossilHigh_TechHigh,UNKNOWN
IMACLIM 1.1,peak2025_DemandHigh_FossilLow_TechHigh,UNKNOWN
IMACLIM 1.1,peak2025_DemandHigh_FossilLow_TechLow,UNKNOWN
IMACLIM 1.1,peak2025_DemandLow_FossilHigh_TechHigh,UNKNOWN
IMACLIM 1.1,peak2025_DemandLow_FossilHigh_TechLow,UNKNOWN
IMACLIM 1.1,peak2025_DemandLow_FossilLow_TechHigh,UNKNOWN
IMACLIM-NLU 1.0,EMF33_tax_hi_none,UNKNOWN
IMACLIM-NLU 1.0,EMF33_tax_lo_none,UNKNOWN
IMAGE 3.0,CO_2Deg2020,C3
IMAGE 3.0,CO_2Deg2030,C3
IMAGE 3.0,CO_BAU,C7
IMAGE 3.0,CO_Bridge,C3
IMAGE 3.0,CO_CurPol,C7
IMAGE 3.0,CO_GPP,C5
IMAGE 3.0,CO_NDCplus,C7
IMAGE 3.0,EN_INDCi2030_1000,C4
IMAGE 3.0,EN_INDCi2030_1000f,C4
IMAGE 3.0,EN_INDCi2030_1200,C4
IMAGE 3.0,EN_INDCi2030_1200f,C4
IMAGE 3.0,EN_INDCi2030_1400,C5
IMAGE 3.0,EN_INDCi2030_1400f,C4
IMAGE 3.0,EN_INDCi2030_3000,C6
IMAGE 3.0,EN_INDCi2030_3000f,C6
IMAGE 3.0,EN_INDCi2030_800f,C3
IMAGE 3.0,EN_INDCi2100,C7
IMAGE 3.0,EN_NPi2020_1000,C3
IMAGE 3.0,EN_NPi2020_1000f,C3
IMAGE 3.0,EN_NPi2020_1200,C4
IMAGE 3.0,EN_NPi2020_1200f,C4
IMAGE 3.0,EN_NPi2020_1400,C4
IMAGE 3.0,EN_NPi2020_1400f,C4
IMAGE 3.0,EN_NPi2020_3000,C6
IMAGE 3.0,EN_NPi2020_3000f,C6
IMAGE 3.0,EN_NPi2020_600f,C3
IMAGE 3.0,EN_NPi2020_800,C3
IMAGE 3.0,EN_NPi2020_800f,C3
IMAGE 3.0,EN_NPi2100,C7
IMAGE 3.0,EN_NoPolicy,C7
IMAGE 3.2,SSP1-baseline,C7
IMAGE 3.2,SSP1_SPA1_19I_D,C2
IMAGE 3.2,SSP1_SPA1_19I_D_LB,C1
IMAGE 3.2,SSP1_SPA1_19I_LI,C2
IMAGE 3.2,SSP1_SPA1_19I_LIRE,C2
IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,C1
IMAGE 3.2,SSP1_SPA1_19I_RE,C2
IMAGE 3.2,SSP1_SPA1_19I_RE_LB,C1
IMAGE 3.2,SSP1_SPA1_26I_D,C3
IMAGE 3.2,SSP1_SPA1_26I_LI,C3
IMAGE 3.2,SSP1_SPA1_26I_LIRE,C3
IMAGE 3.2,SSP1_SPA1_26I_RE,C3
IMAGE 3.2,SSP1_SPA1_34I_D,C5
IMAGE 3.2,SSP1_SPA1_34I_LI,C5
IMAGE 3.2,SSP1_SPA1_34I_LIRE,C5
IMAGE 3.2,SSP1_SPA1_34I_RE,C5
IMAGE 3.2,SSP2-baseline,C7
IMAGE 3.2,SSP2_SPA0_26I_D,C3
IMAGE 3.2,SSP2_SPA1_19I_D_LB,C1
IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,C1
IMAGE 3.2,SSP2_SPA1_19I_RE_LB,C1
IMAGE 3.2,SSP2_SPA2_19I_D,C2
IMAGE 3.2,SSP2_SPA2_19I_LI,C1
IMAGE 3.2,SSP2_SPA2_19I_LIRE,C2
IMAGE 3.2,SSP2_SPA2_19I_RE,C2
IMAGE 3.2,SSP2_SPA2_26I_D,C3
IMAGE 3.2,SSP2_SPA2_26I_LI,C3
IMAGE 3.2,SSP2_SPA2_26I_LIRE,C3
IMAGE 3.2,SSP2_SPA2_26I_RE,C3
IMAGE 3.2,SSP2_SPA2_34I_D,C5
IMAGE 3.2,SSP2_SPA2_34I_LI,C5
IMAGE 3.2,SSP2_SPA2_34I_LIRE,C5
IMAGE 3.2,SSP2_SPA2_34I_RE,C5
IMAGE 3.2,SSP2_SPA2_45I_D,C6
IMAGE 3.2,SSP2_SPA2_45I_LI,C6
IMAGE 3.2,SSP2_SPA2_45I_LIRE,C6
IMAGE 3.2,SSP2_SPA2_45I_RE,C6
IMAGE 3.2,SSP3-baseline,C7
IMAGE 3.2,SSP4-baseline,C7
IMAGE 3.2,SSP5-baseline,C8
MESSAGEix-GLOBIOM_1.0,CO_2Deg2020,UNKNOWN
MESSAGEix-GLOBIOM_1.0,CO_2Deg2030,UNKNOWN
MESSAGEix-GLOBIOM_1.0,CO_BAU,UNKNOWN
MESSAGEix-GLOBIOM_1.0,CO_Bridge,UNKNOWN
MESSAGEix-GLOBIOM_1.0,CO_CurPol,UNKNOWN
MESSAGEix-GLOBIOM_1.0,CO_GPP,UNKNOWN
MESSAGEix-GLOBIOM_1.0,CO_NDC_2050convergence,UNKNOWN
MESSAGEix-GLOBIOM_1.0,CO_NDCplus,UNKNOWN
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV_NDCp,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_NDCp,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV_NDCp,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_COV,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_COV_NDCp,C3
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_NDCp,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_COV,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_COV_NDCp,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_NDCp,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400_COV,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400_COV_NDCp,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400_NDCp,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400f,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400f_COV,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400f_COV_NDCp,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400f_NDCp,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600_COV,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600_COV_NDCp,C4
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600_NDCp,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600f,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600f_COV,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600f_COV_NDCp,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600f_NDCp,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800_COV,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800_COV_NDCp,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800_NDCp,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800f,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800f_COV,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800f_COV_NDCp,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800f_NDCp,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000_COV,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000_COV_NDCp,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000_NDCp,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000f,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000f_COV,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000f_COV_NDCp,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2000f_NDCp,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500_COV,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500_COV_NDCp,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500_NDCp,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500f,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500f_COV,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500f_COV_NDCp,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_2500f_NDCp,C5
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000,C6
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000_COV,C6
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000_COV_NDCp,C6
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000_NDCp,C6
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000f,C6
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000f_COV,C6
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000f_COV_NDCp,C6
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_3000f_NDCp,C6
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,C2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,C2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,C2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,C2
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,C2
