Model,Scenario,Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|CO2|Energy|Demand|Transportation|Aviation,Mt CO2/yr,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|CO2|Energy|Supply,Mt CO2/yr,5351.355584,3639.199536,1743.105993,809.1952267,400.8668478,165.6664907,-6.790666267,-526.7714013,-601.7279692,,-545.6858008,,-557.8942255,,-413.2151526,,-446.4964648
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,3554.167839,2594.861746,981.6663279,242.708704,19.9213228,-10.15486552,-14.41779481,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|CO2|Energy|Supply|Gases,Mt CO2/yr,464.6914622,300.4659381,207.3289774,159.8399255,109.8300521,68.46195306,39.36810571,-14.99714656,-8.190429284,,13.63317129,,3.870295198,,-122.4867867,,-164.9280356
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|CO2|Energy|Supply|Heat,Mt CO2/yr,173.6604579,39.7802622,12.47670232,0.157152192,0,0,0,-11.28900585,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|CO2|Energy|Supply|Liquids,Mt CO2/yr,1158.835824,704.09159,541.6339856,406.4894451,271.1154729,107.3594032,-31.74097717,-500.4852489,-593.5375399,,-559.3189721,,-561.7645207,,-290.7283658,,-281.5684292
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|CO2|Energy|Supply|Solids,Mt CO2/yr,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|CO2|Industrial Processes,Mt CO2/yr,189.2838632,192.2808711,173.4935757,157.3523774,153.2870868,142.1429898,151.2419326,212.3558592,224.8086986,,230.414019,,232.0608511,,230.9233081,,227.859476
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|CO2|Industrial Processes|Cement,Mt CO2/yr,165.4510488,169.4556741,155.1772091,147.9836229,148.2290435,139.311623,149.6209463,211.4153643,224.258812,,230.2239299,,231.9593959,,230.8879519,,227.8471501
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|CO|AFOLU,Mt CO/yr,38.2119167,38.4886198,35.97096981,33.50246596,31.71950463,31.01339357,30.79731552,30.61226363,30.55368782,,32.31973863,,31.82082049,,31.39629196,,31.87605528
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|CO|Energy,Mt CO/yr,29.57499052,24.2174475,18.48936249,14.78046649,11.39695994,8.69405464,6.834299435,5.602399071,4.47657898,,3.367753081,,2.998345633,,2.965144501,,2.88597538
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|CO|Energy|Demand|Industry,Mt CO/yr,1.25623956,1.515635121,1.351051949,1.201093628,1.06460421,1.036020259,1.098732145,1.031475421,0.90968652,,0.892155061,,0.884125162,,0.96706637,,1.025209307
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|CO|Energy|Demand|Residential and Commercial,Mt CO/yr,9.012794172,4.693548186,3.558047733,3.027383607,2.649452232,2.377420521,2.141781628,1.99365385,1.859787975,,1.640500591,,1.470378353,,1.304471106,,1.126079126
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|CO|Energy|Demand|Transportation,Mt CO/yr,17.92523374,17.00060979,12.95678886,10.10844525,7.420350902,5.106053585,3.47047755,2.50951495,1.661659128,,0.81893931,,0.632757538,,0.682374775,,0.724623108
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|CO|Energy|Supply,Mt CO/yr,1.380723038,1.00765441,0.623473948,0.443543997,0.262552595,0.174560274,0.123308112,0.067754851,0.045445357,,0.016158119,,0.01108458,,0.011232249,,0.01006384
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|F-Gases,Mt CO2-equiv/yr,531.7602984,518.5666318,189.92193,150.3173191,145.147887,145.9060762,146.4889793,145.5486204,144.7733358,,145.7306653,,148.2786087,,155.3670966,,160.1624879
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|HFC,kt HFC134a-equiv/yr,325.6169565,318.2135062,114.735714,88.26436815,85.41831883,86.58979801,87.74179827,87.81629603,88.08508834,,89.81411945,,92.86697051,,98.10480206,,101.6986918
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|HFC|HFC125,kt HFC125/yr,45.12324452,43.83450944,5.849613789,1.067864274,1.069082429,1.108161928,1.077010073,1.020476025,1.025583361,,1.050706985,,1.09308573,,1.171388687,,1.230514017
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|HFC|HFC134a,kt HFC134a/yr,97.23127053,98.74571493,72.74180246,66.67575964,64.19581394,65.22682657,66.4768256,66.78773174,67.02359114,,68.5301355,,71.17518698,,75.79320249,,79.06992902
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|HFC|HFC143a,kt HFC143a/yr,22.42790508,21.04627429,2.80448996,1.129332327,1.088556695,1.1116867,1.112608962,1.099525404,1.10781771,,1.135512239,,1.188580974,,1.294560764,,1.376826679
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|HFC|HFC227ea,kt HFC227ea/yr,1.138340026,1.165068226,1.184344335,1.201711373,1.218761872,1.232839506,1.246340669,1.255689923,1.263746283,,1.276425309,,1.283800135,,1.280066792,,1.265921762
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|HFC|HFC23,kt HFC23/yr,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|HFC|HFC245fa,kt HFC245fa/yr,8.955453691,8.58437307,7.145401337,6.786623405,6.387208987,6.224556781,6.127822888,6.045682451,5.987548376,,5.987393627,,6.076452924,,6.163710076,,6.146463844
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|HFC|HFC32,kt HFC32/yr,25.36552709,25.01476362,3.331290578,0.038632613,0.063136907,0.08086023,0.049232547,0.003315952,2.95E-15,,2.37E-15,,2.79E-15,,1.10E-15,,2.80E-15
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|HFC|HFC43-10,kt HFC43-10/yr,0.919346131,0.934336558,0.949377379,0.963868038,0.977566082,0.990201309,1.001975077,1.011166515,1.019022778,,1.031963232,,1.040396471,,1.039127029,,1.029566973
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,14808.68778,12763.65518,8901.64991,6492.332049,4824.802005,3433.119397,2224.61319,1370.381846,651.1916057,,55.33171518,,92.13222286,,92.13222286,,92.13222286
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|N2O,kt N2O/yr,2845.729861,2928.97581,2837.591828,2706.332341,2550.670283,2409.286629,2256.318062,2084.08022,1924.445374,,1825.584025,,1796.545884,,1816.504927,,1831.090335
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|N2O|AFOLU,kt N2O/yr,2095.551,2124.766,2084.452769,2012.58328,1922.762589,1849.618344,1778.603508,1728.632175,1685.535697,,1631.158971,,1609.175021,,1629.301349,,1643.131731
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|N2O|Energy,kt N2O/yr,466.4928087,477.6655674,405.9015057,334.8799759,267.5257081,216.0598378,180.143475,151.2714341,125.5984993,,105.9071253,,98.17694476,,98.00098662,,99.39889857
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|N2O|Industrial Processes,kt N2O/yr,206.6818688,248.7103641,268.6862957,279.658595,280.5674803,263.2506324,216.7108697,122.9860195,31.89356302,,6.906606512,,7.690821549,,8.363934942,,8.901859787
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|N2O|Waste,kt N2O/yr,77.00418363,77.83387885,78.55125811,79.21049091,79.81450505,80.35781552,80.86020881,81.19059109,81.41761388,,81.61132233,,81.50309635,,80.83865616,,79.65784489
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|NH3,Mt NH3/yr,14.0853511,14.30674272,13.20060018,12.08503039,11.08645254,10.35467489,9.75720817,9.291946823,8.909622043,,8.424677554,,8.154575769,,8.093821055,,8.073014517
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|NH3|AFOLU,Mt NH3/yr,12.2205297,12.4056157,11.28938074,10.20672312,9.241019164,8.539488976,7.95824353,7.498001109,7.123496721,,6.654842197,,6.387922999,,6.330776728,,6.321142746
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|NH3|Energy,Mt NH3/yr,1.760552384,1.796428203,1.806090817,1.776971995,1.747891444,1.722083715,1.71030218,1.707434215,1.701764782,,1.690672918,,1.69360118,,1.696728205,,1.692504065
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|NH3|Energy|Demand|Industry,Mt NH3/yr,0.0144798,0.022816064,0.025615067,0.024363963,0.021801706,0.021597889,0.023018109,0.021549814,0.018734114,,0.016990452,,0.016287321,,0.01789101,,0.019081194
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|NH3|Energy|Demand|Residential and Commercial,Mt NH3/yr,1.592282408,1.623396105,1.654460929,1.653249844,1.652484916,1.651914014,1.65144709,1.651090503,1.650789811,,1.650397668,,1.650288261,,1.650250798,,1.650204958
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|NH3|Energy|Demand|Transportation,Mt NH3/yr,0.133049766,0.137057207,0.119245528,0.0941745,0.07155245,0.047326519,0.0347745,0.034316569,0.031799443,,0.023226777,,0.026981356,,0.028531065,,0.023156281
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|NH3|Energy|Supply,Mt NH3/yr,0.02074041,0.013158828,0.006769292,0.005183688,0.002052372,0.001245293,0.001062482,0.000477328,0.000441414,,5.80E-05,,4.42E-05,,5.53E-05,,6.16E-05
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|NH3|Waste,Mt NH3/yr,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|NOx,Mt NO2/yr,16.42163243,14.16269624,10.45269984,8.642111064,7.246292526,6.193729554,5.480896295,5.031904209,4.732733603,,4.297762122,,4.227105131,,4.259428081,,4.239687643
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|NOx|AFOLU,Mt NO2/yr,2.405438,2.4315712,2.328282738,2.205418961,2.090466995,2.013747152,1.952534952,1.91093065,1.877658731,,1.894238323,,1.871446636,,1.883802353,,1.919801407
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|NOx|Energy,Mt NO2/yr,12.70536549,10.40050404,6.772976968,5.112080897,3.857190135,2.914005312,2.294414825,1.894490925,1.635559667,,1.208021005,,1.201072622,,1.277007696,,1.279986003
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|NOx|Energy|Demand|Industry,Mt NO2/yr,2.793651034,2.586439677,2.010233202,1.560083475,1.220347859,1.021856613,0.914297547,0.781061329,0.643211184,,0.538621925,,0.48424811,,0.500379303,,0.50995083
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|NOx|Energy|Demand|Residential and Commercial,Mt NO2/yr,2.588483442,2.085992168,1.608532132,1.283640085,1.042361966,0.874726937,0.741649606,0.650238447,0.57495554,,0.47448191,,0.438879234,,0.420706538,,0.400080141
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|NOx|Energy|Demand|Transportation,Mt NO2/yr,4.030511175,3.350364738,2.105437244,1.676645163,1.284822641,0.813050926,0.488901098,0.416723528,0.385235373,,0.181259959,,0.269285382,,0.348077836,,0.363798877
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|NOx|Energy|Supply,Mt NO2/yr,3.292719843,2.377707461,1.04877439,0.591712174,0.309657669,0.204370835,0.149566574,0.046467621,0.03215757,,0.013657211,,0.008659896,,0.007844019,,0.006156154
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|NOx|Waste,Mt NO2/yr,0.14536994,0.128191996,0.112041135,0.098188956,0.085189896,0.07486589,0.065169619,0.057110084,0.049547004,,0.038126893,,0.029087872,,0.022511932,,0.017247133
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|OC,Mt OC/yr,3.002251123,2.866418063,2.630289474,2.254159202,2.02263521,1.995111261,2.005859304,1.999256787,2.002333392,,2.132256523,,2.089780597,,2.032324139,,2.053368293
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|OC|AFOLU,Mt OC/yr,2.168649,2.1940982,2.030185472,1.876639501,1.773024225,1.760223897,1.78272482,1.784571156,1.795087819,,1.937526532,,1.902515845,,1.851130534,,1.878271285
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|OC|Energy,Mt OC/yr,0.819847845,0.660010397,0.589135852,0.367820577,0.241105342,0.227276741,0.216374245,0.208615718,0.201827258,,0.190399199,,0.183859285,,0.178601134,,0.173243045
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|OC|Energy|Demand|Industry,Mt OC/yr,0.013616122,0.009430676,0.004789437,0.003588102,0.002892095,0.002408523,0.002090787,0.001768631,0.001430846,,0.001063998,,0.000817773,,0.000666907,,0.000480681
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|OC|Energy|Demand|Residential and Commercial,Mt OC/yr,0.747391727,0.602510498,0.551714661,0.340397068,0.221440834,0.213734251,0.206971934,0.201642204,0.196804215,,0.187606725,,0.181535404,,0.176275743,,0.171143796
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|OC|Energy|Demand|Transportation,Mt OC/yr,0.039494709,0.0345877,0.023522375,0.017695727,0.012749575,0.008390714,0.005430219,0.003932659,0.002718178,,0.001289934,,0.001218132,,0.00136239,,0.001355781
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|OC|Energy|Supply,Mt OC/yr,0.019345288,0.013481523,0.009109379,0.00613968,0.004022838,0.002743253,0.001881305,0.001272223,0.000874019,,0.000438542,,0.000287976,,0.000296094,,0.000262787
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|OC|Waste,Mt OC/yr,0.011141831,0.009578501,0.008118667,0.006978229,0.005913336,0.005186136,0.004503571,0.003902617,0.003340389,,0.002481963,,0.001842282,,0.001370404,,0.00101811
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|SF6,kt SF6/yr,2.364431372,2.250097647,0.598190948,0.521212272,0.472887975,0.4326185,0.385904967,0.339973266,0.289101583,,0.22263681,,0.142911902,,0.125295521,,0.110212544
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|Sulfur,Mt SO2/yr,8.468789917,7.761396219,5.552882233,4.732386362,4.24852109,4.020009993,3.851586174,3.67067465,3.572516363,,3.440164183,,3.291060016,,3.14526617,,3.01977686
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|Sulfur|AFOLU,Mt SO2/yr,0.329434,0.3328203,0.308660001,0.287008807,0.272590995,0.269250707,0.271163085,0.272131482,0.274370058,,0.296354467,,0.290848506,,0.282674895,,0.286671608
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|Sulfur|Energy,Mt SO2/yr,5.577451842,4.830449688,2.60962113,1.904065576,1.527676341,1.403717051,1.334464777,1.200641775,1.148186146,,1.09748015,,1.07726335,,1.074552071,,1.07502205
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|Sulfur|Energy|Demand|Industry,Mt SO2/yr,1.134715329,1.452829639,0.970445723,0.550210577,0.360769135,0.310065903,0.288629254,0.255785533,0.217517254,,0.181988062,,0.168575936,,0.182225015,,0.194677243
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|Sulfur|Energy|Demand|Residential and Commercial,Mt SO2/yr,1.707996196,1.255647125,1.050262353,0.996060528,0.960591015,0.946692316,0.935058879,0.927683056,0.917002288,,0.907712416,,0.898645171,,0.878818688,,0.865140438
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|Sulfur|Energy|Demand|Transportation,Mt SO2/yr,0.12321063,0.106977214,0.070507011,0.052510304,0.038124876,0.025830432,0.018153517,0.014462456,0.011005928,,0.007687441,,0.009994593,,0.013480237,,0.015184281
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|Sulfur|Energy|Supply,Mt SO2/yr,2.611529687,2.014995711,0.518406043,0.305284167,0.168191316,0.121128401,0.092623127,0.00271073,0.002660676,,9.22E-05,,4.76E-05,,2.81E-05,,2.01E-05
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|Sulfur|Waste,Mt SO2/yr,0.031913075,0.02787073,0.024081102,0.02063048,0.017410755,0.015307736,0.013332311,0.011542893,0.009869159,,0.007311565,,0.00541416,,0.004013205,,0.002973203
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|VOC,Mt VOC/yr,21.88889422,20.45323159,18.56153322,17.31813297,16.25543083,15.51971218,15.08057303,14.82583088,14.63201759,,14.58240154,,14.35286712,,14.16207937,,14.09836899
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|VOC|AFOLU,Mt VOC/yr,6.1597144,6.2188847,5.801073402,5.388432843,5.096386671,5.034158374,5.056782568,5.033686391,5.032190217,,5.342624896,,5.254101912,,5.169707964,,5.245960548
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|VOC|Energy,Mt VOC/yr,7.894905358,6.485673626,5.094668845,4.338455685,3.640120762,3.056274779,2.682558884,2.478043879,2.311653565,,2.028282503,,2.001745001,,2.037022608,,2.03715347
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|VOC|Energy|Demand|Industry,Mt VOC/yr,0.368167668,0.426704887,0.38743171,0.349936867,0.308000721,0.297377265,0.310738176,0.290908251,0.255449019,,0.234682214,,0.230576408,,0.2607677,,0.287954248
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|VOC|Energy|Demand|Residential and Commercial,Mt VOC/yr,1.941609408,1.677320638,1.544875282,1.51131193,1.491381098,1.477016495,1.464747913,1.45690718,1.449905009,,1.438852877,,1.431183768,,1.42416842,,1.41699324
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|VOC|Energy|Demand|Transportation,Mt VOC/yr,2.162990016,1.998639977,1.53029403,1.267043321,0.986638713,0.646235736,0.427430629,0.379838954,0.33977254,,0.199031338,,0.246608372,,0.292259327,,0.285001608
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|VOC|Energy|Supply,Mt VOC/yr,3.422138266,2.383008124,1.632067823,1.210163568,0.85410023,0.635645282,0.479642167,0.350389494,0.266526998,,0.155716075,,0.093376453,,0.059827161,,0.047204373
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Emissions|VOC|Waste,Mt VOC/yr,0.335807863,0.292677769,0.252266572,0.218044046,0.186047,0.161249681,0.138049282,0.119457861,0.102070604,,0.075490637,,0.055825004,,0.041299702,,0.030542168
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Fertilizer Use|Nitrogen,Tg N/yr,28.1213,28.9019,28.64137561,27.85526898,26.83586549,25.99799703,25.18731806,24.47009319,23.84220651,,23.37106078,,23.5690497,,24.66190812,,25.9461007
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Fertilizer Use|Phosphorus,Tg P/yr,4.8414,4.9862,5.007335551,4.943432422,4.81192982,4.709124075,4.619292988,4.554789381,4.496893297,,4.45583272,,4.529911291,,4.74883294,,5.002675047
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Final Energy,EJ/yr,142.2166634,141.4652951,129.7455993,117.8951605,109.3586806,103.9556697,98.67486641,96.05890638,94.56858154,,95.07176006,,97.12116658,,98.69104236,,101.2178194
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Final Energy|Electricity,EJ/yr,30.78313808,31.81608713,31.95889624,34.06803353,37.31700892,41.39723396,44.50170971,45.94817118,47.15962089,,49.67708326,,50.73431134,,51.53697311,,51.78884735
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Final Energy|Gases,EJ/yr,30.10601247,31.72900395,29.0207599,25.3580818,21.60921719,17.4709862,13.96985584,12.10383901,10.02259321,,8.544217264,,9.919024199,,11.33764062,,12.24178695
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Final Energy|Geothermal,EJ/yr,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Final Energy|Heat,EJ/yr,2.398261563,2.06642113,2.23852734,2.142579609,2.058518958,1.84862309,1.697871083,1.547075044,1.364443521,,1.316735767,,1.835118605,,1.810622531,,1.706366232
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Final Energy|Hydrogen,EJ/yr,0,0.228080669,0.518686037,0.587667362,0.622972683,0.937939156,1.363191369,2.868120078,5.107193876,,7.703998216,,8.136912832,,8.200394652,,8.524291942
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Final Energy|Industry,EJ/yr,39.63720259,40.8038578,39.14516783,36.22235484,34.16454557,32.54287907,31.03399471,29.43592718,28.4959078,,29.08283397,,28.95924848,,28.59716975,,29.04781251
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Final Energy|Industry|Cement,EJ/yr,1.240247274,1.268676606,1.468317566,1.50601168,1.606892486,1.777411629,1.862040456,1.717293758,1.728549187,,1.752657577,,1.741213797,,1.755106961,,1.76017208
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Final Energy|Industry|Cement|Electricity,EJ/yr,0.151647719,0.155318244,0.176896573,0.203427174,0.249528189,0.311460269,0.382256101,0.431595746,0.529628197,,0.786779977,,1.103251563,,0.943736566,,0.687552584
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Final Energy|Industry|Cement|Gases,EJ/yr,0.063264325,0.048952729,0.056177921,0.070964014,0.087946465,0.08514456,0.065883237,0.050979193,0.039446728,,0.023618213,,0.014141097,,0.008466797,,0.005069384
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Final Energy|Industry|Cement|Hydrogen,EJ/yr,,,0.018299233,0.041654207,0.05184648,0.081145546,0.083457875,0.096051369,0.133692643,,0.248011723,,0.208149416,,0.124626744,,0.074618635
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Final Energy|Industry|Cement|Liquids,EJ/yr,0.394026168,0.347602606,0.287867025,0.285349061,0.242229529,0.187432592,0.145031767,0.112222817,0.086835876,,0.051991847,,0.031129439,,0.018638345,,0.011159466
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Final Energy|Industry|Cement|Solids,EJ/yr,0.631309062,0.716803028,0.929076814,0.904617225,0.975341823,1.112228662,1.185411476,1.026444634,0.938945743,,0.642255816,,0.384542282,,0.659638509,,0.981772011
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Final Energy|Industry|Chemicals,EJ/yr,1.861448169,1.565128841,1.691690397,1.508483234,1.418196372,1.246564038,1.020278268,0.865165945,0.742484687,,0.691780872,,0.416480203,,0.359546908,,0.321942145
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Final Energy|Industry|Chemicals|Electricity,EJ/yr,0.033803271,0.03505452,0.089987579,0.114002752,0.150353929,0.201751122,0.207051049,0.235906225,0.253772679,,0.358735398,,0.217073576,,0.233314302,,0.220436887
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Final Energy|Industry|Chemicals|Gases,EJ/yr,1.720577405,1.331349998,1.343098826,1.057865241,0.818555958,0.633382996,0.490099689,0.379229797,0.293440787,,0.175693839,,0.105194391,,0.062983768,,0.037710708
MESSAGEix-GLOBIOM 2.0-M-R12-NGFS,Net Zero 2050,OECD & EU (R5),Final Energy|Industry|Chemicals|Heat,EJ/yr,,,0,0,0,0,0,0,0,,0,,0,,0,,0
